,order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,quantity,discount,sale_price,profit
3065,3066,2022-10-13,Second Class,Home Office,United States,Albuquerque,New Mexico,87105,West,Technology,Phones,TEC-PH-10004531,8,4.2,135.8,16296.000000000002
3066,3067,2023-09-30,Second Class,Home Office,United States,Albuquerque,New Mexico,87105,West,Technology,Accessories,TEC-AC-10004001,5,4.2,205.8,37044.0
3067,3068,2023-01-12,Second Class,Home Office,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Paper,OFF-PA-10001534,7,2.0,48.0,1920.0
3068,3069,2022-04-15,Second Class,Home Office,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Paper,OFF-PA-10001815,6,11.6,278.4,69600.0
3069,3070,2023-10-05,Same Day,Home Office,United States,Toledo,Ohio,43615,East,Office Supplies,Appliances,OFF-AP-10003779,4,13.200000000000001,646.8,355740.0
3070,3071,2022-02-14,Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Storage,OFF-ST-10002011,7,87.9,2842.1,6821040.0
3071,3072,2022-01-09,Standard Class,Corporate,United States,Newark,Delaware,19711,East,Furniture,Furnishings,FUR-FU-10002379,3,6.0,114.0,11400.0
3072,3073,2022-08-11,Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Art,OFF-AR-10003752,5,1.2,58.8,2940.0
3073,3074,2023-09-12,First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Storage,OFF-ST-10003692,2,5.5,104.5,10450.0
3074,3075,2022-12-18,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Bookcases,FUR-BO-10004409,2,2.4,117.6,11760.0
3075,3076,2023-10-08,Standard Class,Home Office,United States,Dallas,Texas,75217,Central,Office Supplies,Storage,OFF-ST-10003306,3,13.6,326.4,94656.0
3076,3077,2023-12-16,Standard Class,Home Office,United States,Dallas,Texas,75217,Central,Furniture,Furnishings,FUR-FU-10003724,5,1.0,19.0,380.0
3077,3078,2023-07-08,Standard Class,Home Office,United States,Dallas,Texas,75217,Central,Furniture,Chairs,FUR-CH-10002024,2,19.6,960.4,845152.0
3078,3079,2023-06-14,Standard Class,Home Office,United States,San Diego,California,92037,West,Office Supplies,Art,OFF-AR-10003514,8,0.6,29.4,882.0
3079,3080,2022-07-07,First Class,Home Office,United States,Apple Valley,California,92307,West,Office Supplies,Paper,OFF-PA-10001800,2,0.5,9.5,95.0
3080,3081,2022-08-12,First Class,Home Office,United States,Apple Valley,California,92307,West,Technology,Phones,TEC-PH-10003589,3,1.6,38.4,1152.0
3081,3082,2022-01-17,Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Office Supplies,Binders,OFF-BI-10003364,2,2.4,57.6,2880.0
3082,3083,2023-09-24,Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Technology,Phones,TEC-PH-10002834,3,16.2,523.8,240947.99999999997
3083,3084,2023-09-18,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,OFF-BI-10000343,1,0.0,0.0,0.0
3084,3085,2022-02-18,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,OFF-BI-10004584,4,7.5,242.5,55775.0
3085,3086,2023-11-02,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Technology,Accessories,TEC-AC-10002402,2,5.2,124.8,13728.0
3086,3087,2022-12-25,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Furnishings,FUR-FU-10000550,2,0.0,0.0,0.0
3087,3088,2022-11-09,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Appliances,OFF-AP-10000055,2,0.2,9.8,98.0
3088,3089,2022-09-30,Second Class,Home Office,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings,FUR-FU-10001591,5,3.0,57.0,2850.0
3089,3090,2023-10-23,Second Class,Home Office,United States,Henderson,Kentucky,42420,South,Technology,Phones,TEC-PH-10000526,7,26.8,643.2,379488.0
3090,3091,2023-08-06,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Binders,OFF-BI-10001071,7,13.5,436.5,170235.0
3091,3092,2023-10-06,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Technology,Phones,TEC-PH-10001557,5,19.2,460.8,188928.0
3092,3093,2023-01-28,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Paper,OFF-PA-10001977,3,6.8,163.2,22848.0
3093,3094,2022-01-14,Same Day,Consumer,United States,Bolingbrook,Illinois,60440,Central,Office Supplies,Supplies,OFF-SU-10004231,4,0.9,29.1,582.0
3094,3095,2022-07-22,Same Day,Consumer,United States,Bolingbrook,Illinois,60440,Central,Office Supplies,Paper,OFF-PA-10000809,2,0.5,9.5,95.0
3095,3096,2022-04-08,Same Day,Consumer,United States,Bolingbrook,Illinois,60440,Central,Office Supplies,Fasteners,OFF-FA-10003021,8,0.3,9.7,97.0
3096,3097,2022-05-13,Same Day,Consumer,United States,Bolingbrook,Illinois,60440,Central,Office Supplies,Appliances,OFF-AP-10000696,2,0.5,9.5,95.0
3097,3098,2022-09-03,Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Office Supplies,Labels,OFF-LA-10001158,4,0.6,29.4,882.0
3098,3099,2023-06-06,Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Furniture,Bookcases,FUR-BO-10002268,4,8.8,211.2,42240.0
3099,3100,2022-12-06,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,OFF-BI-10000829,3,0.3,9.7,97.0
3100,3101,2023-03-05,Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Bookcases,FUR-BO-10003441,3,9.6,230.4,48384.0
3101,3102,2023-03-07,Second Class,Corporate,United States,Providence,Rhode Island,2908,East,Office Supplies,Supplies,OFF-SU-10003505,6,35.0,665.0,438900.0
3102,3103,2022-06-30,Second Class,Corporate,United States,Providence,Rhode Island,2908,East,Furniture,Bookcases,FUR-BO-10003660,1,4.4,215.6,45276.0
3103,3104,2023-07-31,Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,OFF-BI-10001267,7,0.3,9.7,97.0
3104,3105,2022-09-14,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10002741,6,0.9,29.1,873.0
3105,3106,2022-03-11,Standard Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Labels,OFF-LA-10004345,4,0.6,19.4,388.0
3106,3107,2022-03-31,Standard Class,Home Office,United States,Aurora,Illinois,60505,Central,Office Supplies,Storage,OFF-ST-10004340,6,15.0,285.0,68400.0
3107,3108,2023-05-21,Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,OFF-PA-10001471,3,0.4,19.6,392.0
3108,3109,2022-04-07,Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Storage,OFF-ST-10002344,3,12.0,228.0,50160.0
3109,3110,2023-01-07,Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,OFF-PA-10001892,1,0.2,9.8,98.0
3110,3111,2022-06-10,Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,OFF-PA-10001934,8,2.5,47.5,1900.0
3111,3112,2023-10-11,Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Storage,OFF-ST-10000078,1,5.4,264.6,60858.00000000001
3112,3113,2023-09-24,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Machines,TEC-MA-10001972,3,42.0,798.0,550620.0
3113,3114,2023-02-01,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Envelopes,OFF-EN-10002504,5,7.0,133.0,14630.0
3114,3115,2023-03-05,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,OFF-PA-10002160,6,0.6,29.4,882.0
3115,3116,2023-02-01,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Furniture,Chairs,FUR-CH-10001973,6,21.2,508.8,228960.0
3116,3117,2023-12-31,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Appliances,OFF-AP-10001492,5,2.0,38.0,1140.0
3117,3118,2023-01-04,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Supplies,OFF-SU-10002189,4,0.8,19.2,384.0
3118,3119,2022-06-19,First Class,Corporate,United States,Lakeland,Florida,33801,South,Furniture,Chairs,FUR-CH-10003312,5,44.800000000000004,1075.2,1064448.0
3119,3120,2023-05-15,First Class,Corporate,United States,Lakeland,Florida,33801,South,Technology,Phones,TEC-PH-10002496,2,12.5,237.5,54625.0
3120,3121,2022-02-05,First Class,Corporate,United States,Lakeland,Florida,33801,South,Furniture,Furnishings,FUR-FU-10003464,3,1.5,48.5,1940.0
3121,3122,2023-07-07,First Class,Corporate,United States,Lakeland,Florida,33801,South,Office Supplies,Art,OFF-AR-10000380,2,1.2,58.8,2940.0
3122,3123,2023-06-04,First Class,Corporate,United States,Lakeland,Florida,33801,South,Office Supplies,Binders,OFF-BI-10004593,5,1.6,78.4,5488.0
3123,3124,2022-10-22,First Class,Corporate,United States,Lakeland,Florida,33801,South,Office Supplies,Binders,OFF-BI-10001308,2,0.0,0.0,0.0
3124,3125,2023-12-30,First Class,Corporate,United States,Lakeland,Florida,33801,South,Office Supplies,Storage,OFF-ST-10001780,2,20.8,1019.2,856128.0
3125,3126,2022-02-10,First Class,Corporate,United States,Lakeland,Florida,33801,South,Office Supplies,Storage,OFF-ST-10003816,4,22.400000000000002,537.6,247296.0
3126,3127,2022-08-26,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,TEC-PH-10002200,2,13.0,247.0,56810.0
3127,3128,2023-07-09,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,OFF-PA-10004438,4,1.0,49.0,2450.0
3128,3129,2022-07-06,First Class,Home Office,United States,Los Angeles,California,90049,West,Furniture,Furnishings,FUR-FU-10004090,2,1.6,38.4,1152.0
3129,3130,2023-02-06,First Class,Home Office,United States,Los Angeles,California,90049,West,Furniture,Chairs,FUR-CH-10002602,2,4.8,235.2,47040.0
3130,3131,2023-07-21,First Class,Home Office,United States,Los Angeles,California,90049,West,Technology,Accessories,TEC-AC-10001142,5,12.0,388.0,131920.0
3131,3132,2022-04-15,First Class,Home Office,United States,Los Angeles,California,90049,West,Technology,Phones,TEC-PH-10004977,4,31.5,598.5,335160.0
3132,3133,2022-03-10,First Class,Corporate,United States,Oceanside,New York,11572,East,Furniture,Furnishings,FUR-FU-10004586,2,0.3,9.7,97.0
3133,3134,2022-12-07,First Class,Corporate,United States,Oceanside,New York,11572,East,Office Supplies,Binders,OFF-BI-10001116,3,0.3,9.7,97.0
3134,3135,2022-01-30,Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,OFF-BI-10000666,5,0.6,29.4,882.0
3135,3136,2022-02-21,Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Office Supplies,Storage,OFF-ST-10002583,3,4.0,76.0,5320.0
3136,3137,2023-01-08,Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Technology,Phones,TEC-PH-10004908,1,2.1,67.9,4074.0000000000005
3137,3138,2023-10-17,Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Office Supplies,Envelopes,OFF-EN-10001219,2,0.4,9.6,96.0
3138,3139,2022-08-07,Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Technology,Accessories,TEC-AC-10004568,2,1.2,38.8,1552.0
3139,3140,2023-12-21,Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Furniture,Furnishings,FUR-FU-10001756,3,1.0,19.0,380.0
3140,3141,2022-10-16,First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Appliances,OFF-AP-10002311,3,10.5,199.5,37905.0
3141,3142,2022-06-02,Same Day,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,OFF-BI-10003650,2,6.3,203.7,36666.0
3142,3143,2022-06-06,Second Class,Consumer,United States,Cincinnati,Ohio,45231,East,Technology,Accessories,TEC-AC-10003628,5,3.6,116.4,11640.0
3143,3144,2023-08-28,Second Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Art,OFF-AR-10001547,6,0.3,9.7,97.0
3144,3145,2022-07-07,Standard Class,Corporate,United States,Austin,Texas,78745,Central,Furniture,Chairs,FUR-CH-10002647,7,14.0,336.0,107520.0
3145,3146,2022-03-08,Second Class,Corporate,United States,Seattle,Washington,98105,West,Furniture,Chairs,FUR-CH-10004495,4,19.2,940.8,724416.0
3146,3147,2022-10-19,Second Class,Corporate,United States,Seattle,Washington,98105,West,Technology,Phones,TEC-PH-10002923,3,4.5,85.5,6840.0
3147,3148,2022-05-16,Second Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Art,OFF-AR-10001374,5,1.2,28.8,864.0
3148,3149,2023-04-07,First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10003441,5,0.9,29.1,582.0
3149,3150,2023-08-19,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Labels,OFF-LA-10002043,3,1.5,28.5,570.0
3150,3151,2022-02-28,First Class,Consumer,United States,Newark,Ohio,43055,East,Technology,Accessories,TEC-AC-10002049,6,40.6,1989.4,3441662.0
3151,3152,2023-01-12,First Class,Consumer,United States,Newark,Ohio,43055,East,Technology,Machines,TEC-MA-10000418,2,54.0,1746.0,2950740.0
3152,3153,2022-03-28,First Class,Consumer,United States,Newark,Ohio,43055,East,Technology,Phones,TEC-PH-10004908,2,4.0,96.0,8640.0
3153,3154,2022-11-04,First Class,Consumer,United States,Newark,Ohio,43055,East,Furniture,Furnishings,FUR-FU-10004091,7,10.4,249.6,57408.0
3154,3155,2022-07-28,Standard Class,Corporate,United States,Maple Grove,Minnesota,55369,Central,Office Supplies,Binders,OFF-BI-10004600,2,14.8,725.2,464128.0
3155,3156,2022-11-16,Second Class,Home Office,United States,Glendale,Arizona,85301,West,Office Supplies,Paper,OFF-PA-10001289,3,3.6,86.4,6912.0
3156,3157,2022-03-30,Standard Class,Corporate,United States,New York City,New York,10009,East,Furniture,Tables,FUR-TA-10001539,2,5.6000000000000005,274.4,60367.99999999999
3157,3158,2022-10-17,Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Accessories,TEC-AC-10001266,2,0.9,29.1,873.0
3158,3159,2023-06-23,First Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Storage,OFF-ST-10001291,5,2.8000000000000003,67.2,4704.0
3159,3160,2022-01-25,First Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Technology,Accessories,TEC-AC-10001314,3,4.8,115.2,11520.0
3160,3161,2023-01-16,Second Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,OFF-BI-10004040,5,0.4,9.6,96.0
3161,3162,2023-01-21,Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Envelopes,OFF-EN-10001539,2,0.4,19.6,392.0
3162,3163,2022-02-26,Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Envelopes,OFF-EN-10004483,5,3.2,76.8,5376.0
3163,3164,2022-04-24,Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Art,OFF-AR-10001615,3,1.2,58.8,2940.0
3164,3165,2023-03-12,Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,OFF-PA-10000327,9,0.8,39.2,1568.0
3165,3166,2022-12-25,Standard Class,Consumer,United States,San Francisco,California,94109,West,Technology,Phones,TEC-PH-10001299,2,7.2,232.8,48888.0
3166,3167,2022-12-27,Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,OFF-PA-10002246,3,1.0,19.0,380.0
3167,3168,2022-10-12,First Class,Consumer,United States,Lansing,Michigan,48911,Central,Furniture,Furnishings,FUR-FU-10002671,5,1.4000000000000001,68.6,4802.0
3168,3169,2022-09-08,Standard Class,Corporate,United States,Tallahassee,Florida,32303,South,Furniture,Chairs,FUR-CH-10003833,8,7.8,382.2,141414.0
3169,3170,2022-11-09,Standard Class,Corporate,United States,Tallahassee,Florida,32303,South,Office Supplies,Paper,OFF-PA-10001667,13,2.4,57.6,2880.0
3170,3171,2023-02-15,Second Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,OFF-BI-10002003,6,0.8,19.2,384.0
3171,3172,2022-06-05,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,OFF-BI-10004465,2,0.0,0.0,0.0
3172,3173,2023-03-18,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Chairs,FUR-CH-10000665,5,15.9,514.1,231345.0
3173,3174,2022-07-15,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Art,OFF-AR-10004956,3,0.3,9.7,97.0
3174,3175,2023-12-15,Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Art,OFF-AR-10004260,7,9.0,171.0,27360.0
3175,3176,2023-05-25,Standard Class,Consumer,United States,Fort Collins,Colorado,80525,West,Furniture,Bookcases,FUR-BO-10001811,2,7.2,172.8,27648.0
3176,3177,2022-09-23,Standard Class,Consumer,United States,Fort Collins,Colorado,80525,West,Technology,Accessories,TEC-AC-10003280,2,2.0,48.0,1920.0
3177,3178,2022-09-28,Same Day,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10004911,2,0.4,19.6,392.0
3178,3179,2023-03-09,Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,FUR-FU-10001487,3,0.8,19.2,384.0
3179,3180,2022-01-23,Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,FUR-FU-10000521,2,3.0,57.0,2850.0
3180,3181,2023-02-19,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Appliances,OFF-AP-10001271,5,12.5,237.5,52250.0
3181,3182,2023-03-01,Second Class,Corporate,United States,Columbia,Maryland,21044,East,Office Supplies,Binders,OFF-BI-10004728,2,0.2,9.8,98.0
3182,3183,2023-03-12,Second Class,Corporate,United States,Columbia,Maryland,21044,East,Technology,Accessories,TEC-AC-10004666,3,16.6,813.4,536844.0
3183,3184,2023-12-01,Second Class,Corporate,United States,Columbia,Maryland,21044,East,Office Supplies,Storage,OFF-ST-10003208,9,32.6,1597.4,2396100.0
3184,3185,2022-05-08,Second Class,Corporate,United States,Columbia,Maryland,21044,East,Office Supplies,Storage,OFF-ST-10003208,3,10.8,529.2,264600.0
3185,3186,2023-04-18,First Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Binders,OFF-BI-10000632,3,1.5,28.5,570.0
3186,3187,2022-11-25,First Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Envelopes,OFF-EN-10004773,3,2.8000000000000003,67.2,4704.0
3187,3188,2023-01-15,Standard Class,Corporate,United States,Lowell,Massachusetts,1852,East,Technology,Phones,TEC-PH-10004700,7,3.5,66.5,3990.0
3188,3189,2022-07-16,Second Class,Corporate,United States,Woodland,California,95695,West,Office Supplies,Labels,OFF-LA-10003714,1,0.0,0.0,0.0
3189,3190,2023-12-23,Second Class,Corporate,United States,Woodland,California,95695,West,Office Supplies,Binders,OFF-BI-10001787,4,1.0,19.0,380.0
3190,3191,2023-11-23,Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,OFF-ST-10002957,3,0.4,9.6,96.0
3191,3192,2022-10-14,Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,TEC-PH-10002115,1,2.1,67.9,4753.0
3192,3193,2023-01-22,Standard Class,Corporate,United States,Missouri City,Texas,77489,Central,Office Supplies,Binders,OFF-BI-10002557,7,0.5,9.5,95.0
3193,3194,2023-08-15,First Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Binders,OFF-BI-10002949,3,0.0,0.0,0.0
3194,3195,2023-11-15,First Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Paper,OFF-PA-10004100,6,0.9,29.1,873.0
3195,3196,2022-11-04,Standard Class,Home Office,United States,Jackson,Mississippi,39212,South,Office Supplies,Fasteners,OFF-FA-10001883,3,0.6,19.4,388.0
3196,3197,2022-03-26,Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Phones,TEC-PH-10000702,3,1.2,28.8,864.0
3197,3198,2022-11-22,Same Day,Consumer,United States,Tempe,Arizona,85281,West,Office Supplies,Binders,OFF-BI-10003196,3,0.0,0.0,0.0
3198,3199,2023-02-03,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Technology,Phones,TEC-PH-10001644,4,4.0,96.0,9600.0
3199,3200,2022-03-26,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,OFF-AR-10003183,7,0.6,19.4,388.0
3200,3201,2022-02-24,Second Class,Consumer,United States,Akron,Ohio,44312,East,Furniture,Furnishings,FUR-FU-10000308,3,3.0,147.0,17640.0
3201,3202,2023-10-05,Second Class,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Paper,OFF-PA-10001526,4,0.4,19.6,392.0
3202,3203,2023-11-02,Standard Class,Consumer,United States,San Diego,California,92037,West,Technology,Phones,TEC-PH-10002103,8,12.0,588.0,299880.0
3203,3204,2022-08-24,Standard Class,Consumer,United States,San Diego,California,92037,West,Technology,Accessories,TEC-AC-10004209,1,0.4,9.6,96.0
3204,3205,2023-08-05,Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,Furnishings,FUR-FU-10000397,2,1.2,38.8,1552.0
3205,3206,2023-07-05,Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Paper,OFF-PA-10002137,8,1.2,58.8,2940.0
3206,3207,2023-09-08,Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,Furnishings,FUR-FU-10001867,5,1.0,49.0,1960.0
3207,3208,2023-05-08,Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Labels,OFF-LA-10000407,8,0.8,39.2,1568.0
3208,3209,2023-11-07,Standard Class,Corporate,United States,Fresno,California,93727,West,Technology,Accessories,TEC-AC-10000420,5,14.0,336.0,110880.0
3209,3210,2022-01-28,Standard Class,Corporate,United States,Fresno,California,93727,West,Technology,Phones,TEC-PH-10002726,9,7.6000000000000005,372.4,130339.99999999999
3210,3211,2022-10-12,Standard Class,Corporate,United States,Pearland,Texas,77581,Central,Office Supplies,Envelopes,OFF-EN-10001415,3,0.2,9.8,98.0
3211,3212,2022-11-03,Standard Class,Corporate,United States,Pearland,Texas,77581,Central,Office Supplies,Binders,OFF-BI-10000773,7,0.3,9.7,97.0
3212,3213,2023-04-14,Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Office Supplies,Appliances,OFF-AP-10002350,11,4.2,205.8,39102.0
3213,3214,2023-02-14,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,OFF-AR-10001919,1,0.0,0.0,0.0
3214,3215,2022-02-26,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,OFF-AP-10002082,2,0.6,29.4,882.0
3215,3216,2023-01-09,First Class,Consumer,United States,San Mateo,California,94403,West,Office Supplies,Labels,OFF-LA-10002762,6,2.4,77.6,5432.0
3216,3217,2023-01-18,Standard Class,Consumer,United States,Oakland,California,94601,West,Technology,Accessories,TEC-AC-10002800,3,6.0,144.0,17280.0
3217,3218,2023-12-04,Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,OFF-BI-10003925,3,46.5,883.5,759810.0
3218,3219,2023-09-12,Standard Class,Corporate,United States,New York City,New York,10024,East,Technology,Phones,TEC-PH-10002200,2,12.9,417.1,141814.0
3219,3220,2023-02-16,Standard Class,Corporate,United States,Lakewood,New Jersey,8701,East,Office Supplies,Paper,OFF-PA-10001295,5,2.7,87.3,6984.0
3220,3221,2022-07-20,Standard Class,Corporate,United States,Lakewood,New Jersey,8701,East,Office Supplies,Envelopes,OFF-EN-10002500,4,2.5,47.5,1900.0
3221,3222,2022-04-12,Standard Class,Corporate,United States,Lakewood,New Jersey,8701,East,Technology,Accessories,TEC-AC-10000892,1,1.8,88.2,6174.0
3222,3223,2023-08-23,First Class,Corporate,United States,Tempe,Arizona,85281,West,Office Supplies,Paper,OFF-PA-10001838,2,0.3,9.7,97.0
3223,3224,2023-02-10,First Class,Corporate,United States,Tempe,Arizona,85281,West,Office Supplies,Fasteners,OFF-FA-10000735,2,0.0,0.0,0.0
3224,3225,2022-03-18,First Class,Corporate,United States,Tempe,Arizona,85281,West,Technology,Phones,TEC-PH-10001760,2,16.0,304.0,82080.0
3225,3226,2023-10-22,First Class,Corporate,United States,Tempe,Arizona,85281,West,Office Supplies,Envelopes,OFF-EN-10004846,6,0.5,9.5,95.0
3226,3227,2022-02-07,First Class,Corporate,United States,Tempe,Arizona,85281,West,Office Supplies,Supplies,OFF-SU-10003567,2,0.8,19.2,384.0
3227,3228,2022-10-01,First Class,Corporate,United States,Tempe,Arizona,85281,West,Technology,Phones,TEC-PH-10001557,3,6.9,223.1,49082.0
3228,3229,2022-12-15,First Class,Corporate,United States,Tempe,Arizona,85281,West,Technology,Accessories,TEC-AC-10003038,1,0.3,9.7,97.0
3229,3230,2023-04-24,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,OFF-ST-10004459,1,15.200000000000001,364.8,120384.0
3230,3231,2023-07-14,Second Class,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,FUR-FU-10004960,5,2.2,107.8,10780.0
3231,3232,2023-07-17,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,OFF-BI-10000632,3,0.6,29.4,882.0
3232,3233,2023-08-21,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,OFF-BI-10001107,1,0.0,0.0,0.0
3233,3234,2022-09-15,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Storage,OFF-ST-10002301,2,0.6,29.4,882.0
3234,3235,2023-10-26,First Class,Consumer,United States,Riverside,California,92503,West,Office Supplies,Binders,OFF-BI-10003355,1,0.0,0.0,0.0
3235,3236,2023-06-08,Same Day,Consumer,United States,Fairfield,Connecticut,6824,East,Furniture,Tables,FUR-TA-10002903,1,3.6,176.4,28224.0
3236,3237,2022-10-27,Same Day,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,OFF-ST-10001580,3,1.2,38.8,1552.0
3237,3238,2023-02-14,Same Day,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,OFF-BI-10000315,3,1.0,49.0,1960.0
3238,3239,2022-08-26,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Furniture,Chairs,FUR-CH-10003774,5,16.0,304.0,85120.0
3239,3240,2022-05-09,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Technology,Phones,TEC-PH-10003095,7,6.0,114.0,11400.0
3240,3241,2022-06-10,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Furniture,Furnishings,FUR-FU-10000023,3,0.5,9.5,95.0
3241,3242,2022-09-29,First Class,Corporate,United States,Arlington,Virginia,22204,South,Office Supplies,Storage,OFF-ST-10002214,5,1.2,58.8,2940.0
3242,3243,2022-12-16,Second Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,OFF-BI-10002799,13,0.4,9.6,96.0
3243,3244,2022-08-15,Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Technology,Phones,TEC-PH-10004912,5,8.8,211.2,40128.0
